"","station","valid","lon","lat","tmpf","dwpf","relh","drct","sknt","p01i","alti","mslp","vsby","gust","skyc1","skyc2","skyc3","skyc4","skyl1","skyl2","skyl3","skyl4","wxcodes","ice_accretion_1hr","ice_accretion_3hr","ice_accretion_6hr","peak_wind_gust","peak_wind_drct","peak_wind_time","feel","metar"
"1153","GCK","2001-02-08 23:38:00",-100.7244,37.9275,21.2,17.6,85.74,350,20,0.02,29.87,NA,2,25,"SCT","BKN","OVC",NA,1800,2600,3500,NA,"-TSSN BR",NA,NA,NA,NA,NA,NA,4.79,"KGCK 082338Z 35020G25KT 2SM -TSSN BR SCT018 BKN026 OVC035 M06/M08 A2987 RMK AO2 TSB32UPE37SNB37 P0002"
"1154","GCK","2001-02-08 23:43:00",-100.7244,37.9275,21.2,17.6,85.74,350,20,0.03,29.86,NA,0.5,25,"BKN","BKN","OVC",NA,1400,2600,3500,NA,"TSSN FZFG",NA,NA,NA,NA,NA,NA,4.79,"KGCK 082343Z 35020G25KT 1/2SM TSSN FZFG BKN014 BKN026 OVC035 M06/M08 A2986 RMK AO2 LTG DSNT N TSB32UPE37SNB37 P0003"
"8100","GCK","2001-10-12 15:54:00",-100.7244,37.9275,55.04,37.94,52.4,350,29,NA,29.75,1006.3,7,41,"SCT",NA,NA,NA,3400,NA,NA,NA,"BLDU",NA,NA,NA,41,340,"2001-10-12 15:54",55.04,"KGCK 121554Z 35029G41KT 7SM BLDU SCT034 13/03 A2975 RMK AO2 PK WND 34041/1554 SLP063 T01280033"
"23585","GCK","2003-04-19 20:54:00",-100.7244,37.9275,39.02,37.94,95.86,360,23,0.29,29.85,1010.7,7,30,"FEW","BKN","OVC",NA,1000,1700,5500,NA,"-TSSN",NA,NA,NA,33,10,"2003-04-19 20:12",27.75,"KGCK 192054Z 36023G30KT 7SM -TSSN FEW010 BKN017 OVC055 04/03 A2985 RMK AO2 PK WND 01033/2012 WSHFT 2025 LTG DSNT E TSB04E28B35RAB04E52SNB52 SLP107 P0029 60033 T00390033 53020"
"23586","GCK","2003-04-19 21:01:00",-100.7244,37.9275,39.2,37.4,93.19,360,27,1e-04,29.85,NA,9,32,"FEW","BKN","OVC",NA,1200,4400,6000,NA,"-TSSN",NA,NA,NA,32,10,"2003-04-19 21:01",27.16,"KGCK 192101Z 36027G32KT 9SM -TSSN FEW012 BKN044 OVC060 04/03 A2985 RMK AO2 PK WND 01032/2101 LTG DSNT E P0000"
"61930","GCK","2006-12-29 12:54:00",-100.7244,37.9275,33.98,32,92.36,350,15,0.08,30.06,1019.2,1.75,NA,"OVC",NA,NA,NA,300,NA,NA,NA,"-TSSN BR",NA,NA,NA,NA,NA,NA,23.35,"KGCK 291254Z 35015KT 1 3/4SM -TSSN BR OVC003 01/00 A3006 RMK AO2 PK WND 02026/1219 LTG DSNT SE-SW TSB48UPB31E35FZRAB35E36SNE31B36 PRESRR SLP192 P0008 T00110000"
"61939","GCK","2006-12-29 14:06:00",-100.7244,37.9275,33.8,30.2,86.49,360,20,0.06,30.07,NA,1.75,NA,"SCT","OVC",NA,NA,600,1400,NA,NA,"-TSSN BR",NA,NA,NA,NA,NA,NA,21.53,"KGCK 291406Z 36020KT 1 3/4SM -TSSN BR SCT006 OVC014 01/M01 A3007 RMK AO2 FZRAE06SNB06 P0006"
"96902","GCK","2010-05-10 18:50:00",-100.7244,37.9275,78.8,30.2,16.9,270,34,NA,29.42,NA,3,47,"SCT","   ","   ",NA,700,NA,NA,NA,"BLDU",NA,NA,NA,47,240,"2010-05-10 18:42",77.17,"KGCK 101850Z 27034G47KT 3SM BLDU SCT007 26/M01 A2942 RMK AO2 PK WND 24047/1842 WSHFT 1818 BLDU ALL QUADRANTS $"
"96903","GCK","2010-05-10 18:54:00",-100.7244,37.9275,77,32,19.3,270,38,NA,29.43,994.2,3,48,"SCT","   ","   ",NA,700,NA,NA,NA,"BLDU",NA,NA,NA,48,280,"2010-05-10 18:51",75.31,"KGCK 101854Z 27038G48KT 3SM BLDU SCT007 25/00 A2943 RMK AO2 PK WND 28048/1851 WSHFT 1818 PRESRR SLP942 BLDU ALL QUADRANTS T02500000 $"
"96904","GCK","2010-05-10 18:54:00",-100.7244,37.9275,77,32,19.3,270,38,NA,29.43,994.2,3,48,"SCT","   ","   ",NA,700,NA,NA,NA,"BLDU",NA,NA,NA,48,280,"2010-05-10 18:51",75.31,"KGCK 101854Z 27038G48KT 3SM BLDU SCT007 25/00 A2943"
"96905","GCK","2010-05-10 19:01:00",-100.7244,37.9275,75.2,33.8,22.02,280,37,NA,29.44,NA,6,47,"FEW","   ","   ",NA,700,NA,NA,NA,"BLDU",NA,NA,NA,46,280,"2010-05-10 19:01",73.46,"KGCK 101901Z 28037G47KT 6SM BLDU FEW007 24/01 A2944 RMK AO2 PK WND 28046/1901 WSHFT 1841 $"
"96906","GCK","2010-05-10 19:54:00",-100.7244,37.9275,71.96,37.04,27.93,300,32,NA,29.49,996.6,10,39,"CLR","   ","   ",NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,48,290,"2010-05-10 19:08",70.17,"KGCK 101954Z 30032G39KT 10SM BLDU CLR 22/03 A2949 RMK AO2 PK WND 29048/1908 WSHFT 1841 SLP966 T02220028 $"
"96907","GCK","2010-05-10 20:54:00",-100.7244,37.9275,73.94,33.98,23.14,280,22,NA,29.49,996.6,10,29,"CLR","   ","   ",NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,35,310,"2010-05-10 20:00",72.12,"KGCK 102054Z 28022G29KT 10SM BLDU CLR 23/01 A2949 RMK AO2 PK WND 31035/2000 SLP966 T02330011 51023 $"
"101566","GCK","2010-10-25 19:26:00",-100.7244,37.9275,69.8,42.8,37.61,340,23,NA,29.18,NA,5,32,"FEW","   ","   ",NA,1000,NA,NA,NA,"BLDU",NA,NA,NA,36,310,"2010-10-25 19:10",69.8,"KGCK 251926Z 34023G32KT 5SM BLDU FEW010 21/06 A2918 RMK AO2 PK WND 31036/1910 WSHFT 1906 TWR VIS N 3SM BLDU"
"101567","GCK","2010-10-25 19:41:00",-100.7244,37.9275,69.8,41,35.09,330,29,NA,29.19,NA,4,37,"BKN","   ","   ",NA,1400,NA,NA,NA,"BLDU",NA,NA,NA,37,320,"2010-10-25 19:38",69.8,"KGCK 251941Z 33029G37KT 4SM BLDU BKN014 21/05 A2919 RMK AO2 PK WND 32037/1938 WSHFT 1906 TWR VIS N 3SM BLDU"
"101568","GCK","2010-10-25 19:47:00",-100.7244,37.9275,68,41,37.32,330,30,NA,29.2,NA,5,37,"SCT","   ","   ",NA,1400,NA,NA,NA,"BLDU",NA,NA,NA,37,320,"2010-10-25 19:38",68,"KGCK 251947Z 33030G37KT 5SM BLDU SCT014 20/05 A2920 RMK AO2 PK WND 32037/1938 WSHFT 1906 TWR VIS N 3SM BLDU"
"101569","GCK","2010-10-25 19:54:00",-100.7244,37.9275,68,41,37.32,320,26,NA,29.21,986.5,7,36,"SCT","   ","   ",NA,1400,NA,NA,NA,"BLDU",NA,NA,NA,37,320,"2010-10-25 19:38",68,"KGCK 251954Z 32026G36KT 7SM BLDU SCT014 20/05 A2921 RMK AO2 PK WND 32037/1938 WSHFT 1906 SLP865 TWR VIS N 3SM BLDU T02000050"
"111056","GCK","2011-10-06 20:17:00",-100.7244,37.9275,78.8,55.4,44.52,180,35,NA,29.69,NA,7,47,"CLR","   ","   ",NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,47,180,"2011-10-06 20:17",78.8,"KGCK 062017Z 18035G47KT 7SM BLDU CLR 26/13 A2969 RMK AO2 PK WND      18047/2017"
"111057","GCK","2011-10-06 20:54:00",-100.7244,37.9275,78.08,57.02,48.35,170,34,NA,29.68,1002,6,46,"CLR","   ","   ",NA,NA,NA,NA,NA,"HZ BLDU",NA,NA,NA,47,180,"2011-10-06 20:17",78.08,"KGCK 062054Z 17034G46KT 6SM HZ BLDU CLR 26/14 A2968 RMK AO2 PK WND      18047/2017 SLP020 T02560139 56018"
"111058","GCK","2011-10-06 21:54:00",-100.7244,37.9275,77,57.92,51.76,170,25,NA,29.67,1001.9,7,43,"FEW","   ","   ",NA,3000,NA,NA,NA,"BLDU",NA,NA,NA,46,170,"2011-10-06 21:17",77,"KGCK 062154Z 17025G43KT 7SM BLDU FEW030 25/14 A2967 RMK AO2 PK WND      17046/2117 SLP019 T02500144"
"111059","GCK","2011-10-06 22:54:00",-100.7244,37.9275,75.92,57.92,53.65,160,28,NA,29.68,1002.2,7,45,"FEW","   ","   ",NA,3000,NA,NA,NA,"BLDU",NA,NA,NA,46,170,"2011-10-06 22:20",75.92,"KGCK 062254Z 16028G45KT 7SM BLDU FEW030 24/14 A2968 RMK AO2 PK WND      17046/2220 SLP022 T02440144"
"111060","GCK","2011-10-06 23:54:00",-100.7244,37.9275,73.04,57.92,59.08,160,26,NA,29.7,1003.1,9,45,"SCT","   ","   ",NA,3500,NA,NA,NA,"BLDU",NA,NA,NA,46,180,"2011-10-06 23:08",73.04,"KGCK 062354Z 16026G45KT 9SM BLDU SCT035 23/14 A2970 RMK AO2 PK WND      18046/2308 SLP031 T02280144 10278 20228 53006"
"111061","GCK","2011-10-07 00:54:00",-100.7244,37.9275,71.96,57.92,61.28,160,23,NA,29.72,1003.8,10,34,"CLR","   ","   ",NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,41,160,"2011-10-07 00:02",71.96,"KGCK 070054Z 16023G34KT 10SM BLDU CLR 22/14 A2972 RMK AO2 PK WND      16041/0002 SLP038 TCU DSNT W T02220144"
"111062","GCK","2011-10-07 01:54:00",-100.7244,37.9275,71.06,57.92,63.18,160,27,NA,29.72,1003.9,10,36,"CLR","   ","   ",NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,37,150,"2011-10-07 01:35",71.06,"KGCK 070154Z 16027G36KT 10SM BLDU CLR 22/14 A2972 RMK AO2 PK WND      15037/0135 SLP039 FRQ LGTCC DSNT W T02170144"
"111063","GCK","2011-10-07 02:54:00",-100.7244,37.9275,69.98,57.92,65.54,160,24,NA,29.74,1004.1,10,39,"CLR","   ","   ",NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,69.98,"KGCK 070254Z AUTO 16024G39KT 10SM BLDU CLR 21/14 A2974 RMK AO2 PK      WND 15043/0231 SLP041 T02110144 51012"
"111064","GCK","2011-10-07 03:54:00",-100.7244,37.9275,69.98,57.92,65.54,160,25,NA,29.73,1003.6,10,39,"CLR","   ","   ",NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,69.98,"KGCK 070354Z AUTO 16025G39KT 10SM BLDU CLR 21/14 A2973 RMK AO2 PK      WND 15043/0332 SLP036 T02110144"
"111065","GCK","2011-10-07 04:54:00",-100.7244,37.9275,69.08,57.02,65.44,160,23,NA,29.73,1003.5,10,36,"CLR","   ","   ",NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,69.08,"KGCK 070454Z AUTO 16023G36KT 10SM BLDU CLR 21/14 A2973 RMK AO2 PK      WND 15040/0430 SLP035 T02060139"
"111066","GCK","2011-10-07 05:54:00",-100.7244,37.9275,68,57.02,67.91,170,25,NA,29.73,1003.3,10,34,"CLR","   ","   ",NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,68,"KGCK 070554Z AUTO 17025G34KT 10SM BLDU CLR 20/14 A2973 RMK AO2 PK      WND 17037/0457 LTG DSNT NW SLP033 T02000139 10228 20200      402780150 56002"
"111067","GCK","2011-10-07 06:54:00",-100.7244,37.9275,68,57.02,67.91,170,22,NA,29.75,1004.1,10,32,"CLR","   ","   ",NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,68,"KGCK 070654Z AUTO 17022G32KT 10SM BLDU CLR 20/14 A2975 RMK AO2 PK      WND 17037/0619 SLP041 T02000139"
"111068","GCK","2011-10-07 07:54:00",-100.7244,37.9275,69.08,57.92,67.59,180,25,NA,29.77,1004.8,10,34,"CLR","   ","   ",NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,69.08,"KGCK 070754Z AUTO 18025G34KT 10SM BLDU CLR 21/14 A2977 RMK AO2 PK      WND 18036/0736 SLP048 T02060144"
"111069","GCK","2011-10-07 08:54:00",-100.7244,37.9275,68,59,72.92,200,20,NA,29.81,1006.1,10,25,"SCT","   ","   ",NA,5000,NA,NA,NA,"BLDU",NA,NA,NA,37,180,"2011-10-07 08:04",68,"KGCK 070854Z AUTO 20020G25KT 10SM BLDU SCT050 20/15 A2981 RMK AO2      PK WND 18037/0804 SLP061 T02000150 53024"
"111070","GCK","2011-10-07 09:54:00",-100.7244,37.9275,68,59,72.92,220,12,NA,29.82,1006.5,10,-99,"SCT","BKN","   ",NA,4400,5500,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,68,"KGCK 070954Z AUTO 22012KT 10SM BLDU SCT044 BKN055 20/15 A2982 RMK      AO2 SLP065 T02000150"
"111071","GCK","2011-10-07 10:30:00",-100.7244,37.9275,68,57.2,68.35,220,9,NA,29.83,NA,10,-99,"BKN","OVC","   ",NA,2700,4200,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,68,"KGCK 071030Z AUTO 22009KT 10SM BLDU BKN027 OVC042 20/14 A2983 RMK      AO2"
"111072","GCK","2011-10-07 10:54:00",-100.7244,37.9275,68,57.92,70.15,220,9,NA,29.83,1007.1,10,-99,"OVC","   ","   ",NA,2700,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,68,"KGCK 071054Z AUTO 22009KT 10SM BLDU OVC027 20/14 A2983 RMK AO2      SLP071 T02000144"
"111073","GCK","2011-10-07 11:54:00",-100.7244,37.9275,62.06,41,45.91,330,6,NA,29.85,1008.1,10,-99,"BKN","BKN","BKN",NA,2700,4100,4900,NA,"BLDU",NA,NA,NA,NA,NA,NA,62.06,"KGCK 071154Z AUTO 33006KT 10SM BLDU BKN027 BKN041 BKN049 17/05      A2985 RMK AO2 SLP081 T01670050 10206 20167 53013"
"111074","GCK","2011-10-07 12:04:00",-100.7244,37.9275,62.6,39.2,42,340,5,NA,29.85,NA,10,-99,"SCT","BKN","OVC",NA,2700,3900,4900,NA,"BLDU",NA,NA,NA,NA,NA,NA,62.6,"KGCK 071204Z AUTO 34005KT 10SM BLDU SCT027 BKN039 OVC049 17/04      A2985 RMK AO2"
"111075","GCK","2011-10-07 12:18:00",-100.7244,37.9275,62.6,39.2,42,360,3,NA,29.85,NA,10,-99,"BKN","OVC","   ",NA,2700,4100,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,62.6,"KGCK 071218Z 36003KT 10SM BLDU BKN027 OVC041 17/04 A2985 RMK      AO2"
"111076","GCK","2011-10-07 12:38:00",-100.7244,37.9275,62.6,39.2,42,360,3,NA,29.86,NA,10,-99,"SCT","OVC","   ",NA,2700,3900,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,62.6,"KGCK 071238Z 36003KT 10SM BLDU SCT027 OVC039 17/04 A2986 RMK      AO2"
"111077","GCK","2011-10-07 12:54:00",-100.7244,37.9275,62.96,37.94,39.47,0,0,NA,29.86,1008.6,10,-99,"SCT","OVC","   ",NA,2700,3900,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,62.96,"KGCK 071254Z 00000KT 10SM BLDU SCT027 OVC039 17/03 A2986 RMK AO2      SLP086 T01720033"
"117097","GCK","2012-02-25 17:54:00",-100.7244,37.9275,53.06,14,20.87,190,23,0,29.94,1014.9,10,33,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,33,210,"2012-02-25 17:53",53.06,"KGCK 251754Z 19023G33KT 10SM BLDU CLR 12/M10 A2994 RMK AO2 PK WND 21033/1753 SLP149 T01171100 10117 21056 58043"
"117098","GCK","2012-02-25 18:29:00",-100.7244,37.9275,57.2,14,17.95,200,29,0,29.9,NA,6,37,"CLR",NA,NA,NA,NA,NA,NA,NA,"HZ BLDU",NA,NA,NA,37,200,"2012-02-25 18:23",57.2,"KGCK 251829Z 20029G37KT 6SM HZ BLDU CLR 14/M10 A2990 RMK AO2 PK WND 20037/1823 PRESFR"
"117099","GCK","2012-02-25 18:54:00",-100.7244,37.9275,59,14,16.83,190,33,0,29.87,1011.7,5,42,"CLR",NA,NA,NA,NA,NA,NA,NA,"HZ BLDU",NA,NA,NA,42,200,"2012-02-25 18:51",59,"KGCK 251854Z 19033G42KT 5SM HZ BLDU CLR 15/M10 A2987 RMK AO2 PK WND 20042/1851 SLP117 T01501100"
"117100","GCK","2012-02-25 19:19:00",-100.7244,37.9275,60.8,14,15.78,190,34,0,29.83,NA,3,41,"CLR",NA,NA,NA,NA,NA,NA,NA,"HZ BLDU",NA,NA,NA,41,200,"2012-02-25 19:19",60.8,"KGCK 251919Z 19034G41KT 3SM HZ BLDU CLR 16/M10 A2983 RMK AO2 PK WND 20041/1919 SFC VIS 6 PRESFR"
"117101","GCK","2012-02-25 19:54:00",-100.7244,37.9275,62.96,12.92,13.95,210,34,0,29.8,1009.1,3,47,"CLR",NA,NA,NA,NA,NA,NA,NA,"HZ BLDU",NA,NA,NA,47,200,"2012-02-25 19:49",62.96,"KGCK 251954Z 21034G47KT 3SM HZ BLDU CLR 17/M11 A2980 RMK AO2 PK WND 20047/1949 SFC VIS 4 SLP091 T01721106"
"117102","GCK","2012-02-25 20:54:00",-100.7244,37.9275,66.02,15.08,13.78,200,32,0,29.75,1007.3,3,42,"BKN","OVC",NA,NA,3200,4000,NA,NA,"HZ BLDU",NA,NA,NA,45,200,"2012-02-25 20:24",66.02,"KGCK 252054Z 20032G42KT 3SM HZ BLDU BKN032 OVC040 19/M09 A2975 RMK AO2 PK WND 20045/2024 SLP073 T01891094 56059"
"117103","GCK","2012-02-25 21:54:00",-100.7244,37.9275,66.02,12.92,12.53,200,33,0,29.71,1005.8,2.5,47,"BKN","OVC",NA,NA,3400,4200,NA,NA,"HZ BLDU",NA,NA,NA,47,210,"2012-02-25 21:45",66.02,"KGCK 252154Z 20033G47KT 2 1/2SM HZ BLDU BKN034 OVC042 19/M11 A2971 RMK AO2 PK WND 21047/2145 SLP058 T01891106"
"117104","GCK","2012-02-25 22:18:00",-100.7244,37.9275,66.2,12.2,12.06,200,35,0,29.7,NA,2,43,"BKN","OVC",NA,NA,2800,3600,NA,NA,"HZ BLDU",NA,NA,NA,43,200,"2012-02-25 22:13",66.2,"KGCK 252218Z 20035G43KT 2SM HZ BLDU BKN028 OVC036 19/M11 A2970 RMK AO2 PK WND 20043/2213"
"117105","GCK","2012-02-25 22:47:00",-100.7244,37.9275,66.2,12.2,12.06,200,32,0,29.68,NA,2.5,42,"BKN","OVC",NA,NA,3000,3900,NA,NA,"HZ BLDU",NA,NA,NA,46,200,"2012-02-25 22:34",66.2,"KGCK 252247Z 20032G42KT 2 1/2SM HZ BLDU BKN030 OVC039 19/M11 A2968 RMK AO2 PK WND 20046/2234"
"117106","GCK","2012-02-25 22:54:00",-100.7244,37.9275,66.02,12.92,12.53,200,28,0,29.68,1005,2.5,38,"BKN","OVC",NA,NA,3000,3800,NA,NA,"HZ BLDU",NA,NA,NA,46,200,"2012-02-25 22:34",66.02,"KGCK 252254Z 20028G38KT 2 1/2SM HZ BLDU BKN030 OVC038 19/M11 A2968 RMK AO2 PK WND 20046/2234 SLP050 T01891106"
"117107","GCK","2012-02-25 23:35:00",-100.7244,37.9275,62.6,12.2,13.68,190,27,0,29.66,NA,1.75,36,"BKN","OVC",NA,NA,2800,3500,NA,NA,"HZ BLDU",NA,NA,NA,40,200,"2012-02-25 23:16",62.6,"KGCK 252335Z 19027G36KT 1 3/4SM HZ BLDU BKN028 OVC035 17/M11 A2966 RMK AO2 PK WND 20040/2316"
"117108","GCK","2012-02-25 23:54:00",-100.7244,37.9275,62.96,10.94,12.77,190,29,0,29.66,1004.4,1.75,38,"OVC",NA,NA,NA,2800,NA,NA,NA,"HZ BLDU",NA,NA,NA,40,200,"2012-02-25 23:16",62.96,"KGCK 252354Z 19029G38KT 1 3/4SM HZ BLDU OVC028 17/M12 A2966 RMK AO2 PK WND 20040/2316 SLP044 T01721117 10189 20117 56030"
"117109","GCK","2012-02-26 00:11:00",-100.7244,37.9275,62.6,12.2,13.68,190,30,0,29.65,NA,2,39,"OVC",NA,NA,NA,2800,NA,NA,NA,"HZ BLDU",NA,NA,NA,39,190,"2012-02-26 00:10",62.6,"KGCK 260011Z 19030G39KT 2SM HZ BLDU OVC028 17/M11 A2965 RMK AO2 PK WND 19039/0010"
"117110","GCK","2012-02-26 00:43:00",-100.7244,37.9275,59,12.2,15.55,190,23,0,29.65,NA,3,37,"OVC",NA,NA,NA,3000,NA,NA,NA,"HZ BLDU",NA,NA,NA,39,190,"2012-02-26 00:10",59,"KGCK 260043Z 19023G37KT 3SM HZ BLDU OVC030 15/M11 A2965 RMK AO2 PK WND 19039/0010"
"117111","GCK","2012-02-26 00:54:00",-100.7244,37.9275,59,14,16.83,190,22,0,29.66,1004.6,5,32,"OVC",NA,NA,NA,3000,NA,NA,NA,"HZ BLDU",NA,NA,NA,39,190,"2012-02-26 00:10",59,"KGCK 260054Z 19022G32KT 5SM HZ BLDU OVC030 15/M10 A2966 RMK AO2 PK WND 19039/0010 SLP046 T01501100"
"117112","GCK","2012-02-26 01:28:00",-100.7244,37.9275,57.2,14,17.95,180,24,0,29.66,NA,6,30,"OVC",NA,NA,NA,2800,NA,NA,NA,"HZ BLDU",NA,NA,NA,30,180,"2012-02-26 01:27",57.2,"KGCK 260128Z 18024G30KT 6SM HZ BLDU OVC028 14/M10 A2966 RMK AO2 PK WND 18030/0127"
"117208","GCK","2012-02-28 18:54:00",-100.7244,37.9275,66.02,42.08,41.67,210,32,0,29.59,1000.7,6,41,"SCT","SCT","BKN",NA,3200,4000,5500,NA,"HZ BLDU",NA,NA,NA,NA,NA,NA,66.02,"KGCK 281854Z 21032G41KT 6SM HZ BLDU SCT032 SCT040 BKN055 19/06 A2959 RMK AO2 PK WND 20042/1844 SLP007 T01890056"
"117209","GCK","2012-02-28 19:10:00",-100.7244,37.9275,68,33.8,28.11,210,35,0,29.57,NA,2,47,"BKN","BKN","OVC",NA,3200,3900,4800,NA,"HZ BLDU",NA,NA,NA,NA,NA,NA,68,"KGCK 281910Z 21035G47KT 2SM HZ BLDU BKN032 BKN039 OVC048 20/01 A2957 RMK AO2 PK WND 21047/1906"
"117210","GCK","2012-02-28 19:47:00",-100.7244,37.9275,69.8,28.4,21.24,220,33,0,29.54,NA,2,47,"BKN","OVC",NA,NA,2900,3500,NA,NA,"HZ BLDU",NA,NA,NA,NA,NA,NA,69.8,"KGCK 281947Z 22033G47KT 2SM HZ BLDU BKN029 OVC035 21/M02 A2954 RMK AO2 PK WND 21051/1928"
"117211","GCK","2012-02-28 19:54:00",-100.7244,37.9275,69.08,26.96,20.52,220,38,0,29.53,998.7,2,55,"SCT","OVC",NA,NA,2700,3500,NA,NA,"HZ BLDU",NA,NA,NA,NA,NA,NA,69.08,"KGCK 281954Z 22038G55KT 2SM HZ BLDU SCT027 OVC035 21/M03 A2953 RMK AO2 PK WND 22055/1948 SLP987 T02061028"
